Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
alice-of-wonder-land,,,,,,,,,Ath Grey Trbldn,,2XL,,,xtCKdfzeTmg1yNEWD_3841,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248216_ioyc.jpg?v=1667373442,6,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,XS,,,zHHR1hQI6zXqAvFVk_6425,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248136_drsi.jpg?v=1667373442,7,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,S,,,qlmSCwpkg376ld2fW_3264,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248062_eyyt.jpg?v=1667373442,8,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,M,,,dhu7CmWDcac3dUd3j_8772,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354644497_19ua.jpg?v=1667373442,9,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,L,,,KOeWZDgzYB9BmmQDo_4120,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248016_t2hb.jpg?v=1667373442,10,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,XL,,,y5uiACSRFy5K9W1F5_9266,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blk Hthr Triblnd,,2XL,,,HEdzUxSf0hdqt1dOO_1032,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,XS,,,kIJwRvO32pe5uCqYm_913,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,S,,,8HYp9oAPQkZhtf0Ax_8507,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,M,,,fazr6WmJDQILcavqq_9606,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,L,,,yOoGevfqOCSCLQAZQ_4689,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,XL,,,7c4fjF0PZZLKKmyq9_8939,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Blue Triblend,,2XL,,,hftq4rLz8sOnP4IGj_1148,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,XS,,,StggKC2h4b1Uq8rFw_2301,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,S,,,qCjlaq78l4hzeWvZs_4192,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,M,,,9dgBz0XHagAHMeN6E_4376,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,L,,,Kt50bUoexYBRJYk4Q_4048,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,XL,,,OvIxHDB5NgkIAHEkA_7552,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Char-black Trib,,2XL,,,sIRUMkUAOisxQ4R7s_4048,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,XS,,,Kcy6VQb6YrmtUsMZs_3931,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,S,,,RjD2dJ46Y4WboqkfJ_9657,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,M,,,ASJTgGWicg5QEMam2_5928,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,L,,,W0Ln9aTP3nFiQHl49_9050,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,XL,,,Qo9AzOlPS8T8ehpGU_2192,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Emerald Triblend,,2XL,,,dYKtgGLGx21RCsKnF_6697,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,XS,,,xaFo1RZZQltXrQVy1_9752,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,S,,,QPadrQbigyfMCOQ8A_5481,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,M,,,nHYiF3miiVkjiivpg_9582,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,L,,,Vq5Fxs1drgT6lpMb0_3785,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,XL,,,UxH1ToBQWYpNtjpEk_344,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Green Triblend,,2XL,,,sMMix2aD7vthEyHod_9148,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,XS,,,sus4rRwUeGQeKg4pd_4865,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,S,,,T9GuZZRYpLeq8m8R2_130,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,M,,,4WB4f6NXq5D9kUkrd_5585,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,L,,,u5otfmPRcHaRGRnJt_9251,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,XL,,,vNovEJz9vIKbuNDeX_2929,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Grey Triblend,,2XL,,,JhG24HeSJZ54HpQI3_2936,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,XS,,,LqXSLXXm2P7ijHsb8_4913,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,S,,,fV7NG3xmlytp3PPxw_3227,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,M,,,YTTnSJqbyKSBPq5KF_6280,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,L,,,65ChOczXI1pZbkeey_8908,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,XL,,,DS6o0bFjlQNQ8DXI0_4650,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Red Triblend,,2XL,,,GP616MNVHcxPIo0eF_8768,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,XS,,,7OowkxZRIijLmaiec_6519,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,S,,,C9ijAdKcKolr3A8up_4183,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,M,,,EGY76AEsfHGWDi5jC_8345,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,L,,,3L9XkIlxLeZbMCFAM_7106,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,XL,,,7GASDDhMTiiY404bh_2297,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Sld Blk Triblend,,2XL,,,EEglEtNhVgPBmGYZ0_2259,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,XS,,,FYjoolxHvtYCQj2g2_4522,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,S,,,yr5XJkifxph7PE0XP_652,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,M,,,wUZVe4VXjDeRONvOX_5756,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,L,,,A4ybBdeBtU0C4WFV8_6911,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,XL,,,0HB8nxB40bgIlON1y_9335,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Solid Wht Trblnd,,2XL,,,eJNsYqwWdjIA1hFYF_8215,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,XS,,,QEq3v4zdXdVCuI8r3_5598,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,S,,,uwZljy0iFUiB9rPGo_3615,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,M,,,38ExOe5zzcv8N2x4K_2654,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,L,,,2xj7UTa2bJEKxFAfJ_3814,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,XL,,,0RAwzwiTHPCRFn2uJ_7754,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Wht Flck Triblnd,,2XL,,,lodIr0hxAw7oG8562_7368,0.0,shopify,continue,manual,38.31,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,long sleeve women's horse shirt,"Fabric:<br><br>	● 3.7 oz., 65% polyester, 35% viscose; 30 singles<br>	● Athletic Heather - 3.5 oz., 52/48 poly/viscose; Marbles -91/9 poly/cotton<br><br>Features:<br><br>	● Easy, drapey fit<br>	● Dolman sleeves<br>	● Sideseamed<br>	● Seam up center back<br>	● Rib cuffs and waistband<br>	● Tear-away label<br>								",THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, long sleeve shirt, photography",true,Color,Dk Grey Heather,Size,XS,,,3TVPIwmfly9357GxL_8686,0.0,shopify,continue,manual,30.23,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306131996_gslf.jpg?v=1667373437,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
long-sleeve-womens-horse-shirt,,,,,,,,,Dk Grey Heather,,S,,,fE5uvbxkOshZIO1SH_5736,0.0,shopify,continue,manual,30.23,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306131896_amn0.jpg?v=1667373437,2,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Dk Grey Heather,,M,,,myeSkHrntIawEPj47_3974,0.0,shopify,continue,manual,30.23,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306131836_rupm.jpg?v=1667373437,3,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Dk Grey Heather,,XL,,,UAwoSQgLMMMw7CXjY_5929,0.0,shopify,continue,manual,30.23,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353524187_m497.jpg?v=1667373437,4,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Dk Grey Heather,,2XL,,,3wJjObjCtnG8hHxOB_5811,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Maroon,,XS,,,k1SYPyImHjv0qnnMp_8967,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Maroon,,S,,,DKzbygpMurIQrwSyX_3624,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Maroon,,M,,,k7sOGYEiKz2qpMd1x_258,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Maroon,,XL,,,bmnDUjKXW549wTPG4_145,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Maroon,,2XL,,,qFaKfKduytawNi1za_785,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Midnight,,XS,,,j8Q5CP2IkKcm3wcOG_3921,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Midnight,,S,,,Yo2PkqisoDGhc7XCp_4942,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Midnight,,M,,,pIv3qL6q7Wiyt4vcx_971,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Midnight,,XL,,,16DhdAcmPEVZeu653_3088,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Midnight,,2XL,,,yoC9zwCsVbXR5j7z3_6592,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Red,,XS,,,e3RBJxirsfxxHNsms_3982,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Red,,S,,,LVr5lU2UTh2r4syZC_9008,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Red,,M,,,iTO98TOrrcb17M7rS_4272,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Red,,XL,,,1ZQO0kJ7Y2FlisEWN_725,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
long-sleeve-womens-horse-shirt,,,,,,,,,Red,,2XL,,,o1n8Xk7mg4VK28cA9_8006,0.0,shopify,continue,manual,30.23,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-canvas,horse canvas,Canvas Print								,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography",true,Color,White,Size,12 X 12,,,9A8apW4kGTZKWOzF6_9970,0.0,shopify,continue,manual,34.88,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353735581_d5b8.jpg?v=1667373436,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
champion-s700,A horse of a hoodie,"									<b>Fabric:</b>
<ul>
	<li>50% cotton, 50% polyester</li>
</ul>
<b>Features:</b>
<ul>
	<li>Made with recycled polyester fibers from plastic bottles</li>
	<li>Durable coverstitching throughout</li>
	<li>Set-in sleeves and front pouch pocket</li>
	<li>Heavy rib knit waistband and cuffs</li>
	<li>""C"" logo at left cuff</li>
	<li>Two-ply hood and front pouch pocket</li>
	<li>Dyed-to-match brawcord</li>
</ul>								",THE ARTS WITH G,,Hoodie,"Hoodie, Horse, Photography",true,Color,Black,Size,S,,,champion-s700-men-black-s_yq3iQpsRu2Sc,603.2778521,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,1,,false,50/50 Cotton/Polyester Hoodie with High Quality Printing,The double dry material of this 50/50 cotton/polyester hoodie wicks away moisture to keep you warm and comfortable.,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,active
champion-s700,,,,,,,,,Black,,M,,,champion-s700-men-black-m_gu8PUDZsx0pq,644.1011654,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,
champion-s700,,,,,,,,,Black,,L,,,champion-s700-men-black-l_b1NJ1GioZAGx,680.388555,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,
champion-s700,,,,,,,,,Black,,XL,,,champion-s700-men-black-xl_kT7ae4yUeu16,739.3555631,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_56_z.jpg?v=1667372888,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,
champion-s700,,,,,,,,,Black,,2XL,,,champion-s700-men-black-2xl_7yjjy6CYxt3v,775.6429527,,deny,printbest,48.92,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_S700_47_z.jpg?v=1667372889,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,
champion-s700,,,,,,,,,Black,,3XL,,,champion-s700-men-black-3xl_fwFIgTuTuBZj,830.0740371,,deny,printbest,48.92,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_25_z.jpg?v=1667372891,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_51_z.jpg?v=1667372882,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,S,,,champion-s700-men-charcoal-heather-s_sOpOMcuLyQiS,603.2778521,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_26_z.jpg?v=1667372893,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,M,,,champion-s700-men-charcoal-heather-m_1aKw7uSuv6Xd,644.1011654,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_53_z.jpg?v=1667372895,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,L,,,champion-s700-men-charcoal-heather-l_vHWjaGCM2LBd,680.388555,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_S700_28_z.jpg?v=1667372897,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,XL,,,champion-s700-men-charcoal-heather-xl_er2PYTwJwI44,739.3555631,,deny,printbest,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372874_S700_50_z.jpg?v=1667372899,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,2XL,,,champion-s700-men-charcoal-heather-2xl_1UuomqCNygY5,775.6429527,,deny,printbest,48.92,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372871_S700_00_z.jpg?v=1667372901,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Charcoal Heather,,3XL,,,champion-s700-men-charcoal-heather-3xl_81vWI3hUPcRt,830.0740371,,deny,printbest,48.92,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372873_champion-s700-charcoal-heather-front_5.png?v=1667372884,lb,,,,,
champion-s700,,,,,,,,,Dark Green,,S,,,champion-s700-men-dark-green-s_jjAp9FSDSPnN,603.2778521,,deny,printbest,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,lb,,,,,
champion-s700,,,,,,,,,Dark Green,,M,,,champion-s700-men-dark-green-m_WBC79TY6aDY3,644.1011654,,deny,printbest,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,lb,,,,,
champion-s700,,,,,,,,,Dark Green,,L,,,champion-s700-men-dark-green-l_x4LT1TcIhIvD,680.388555,,deny,printbest,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,lb,,,,,
champion-s700,,,,,,,,,Dark Green,,XL,,,champion-s700-men-dark-green-xl_sJ0MmvFzXkR2,739.3555631,,deny,printbest,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,lb,,,,,
champion-s700,,,,,,,,,Dark Green,,2XL,,,champion-s700-men-dark-green-2xl_jjUGfwIIQims,775.6429527,,deny,printbest,48.92,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/mockup_front_full_1667372872_S700_21_z.jpg?v=1667372886,lb,,,,,
